dialogue,label,character_name,character_group
"No, it's just... the latest renovations from the Contractor... Father told me you've been supervising all of that. Look, just between us, and I'll not speak of it again, but... thanks. So much.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Ah. Yes, no need to speak of it again. Though, I am pleased to oblige.",CHARACTER,Nyx,female
Probably my mother's.,CHARACTER,Zagreus,male
"This House is not a place of cheer, child. A certain severity always struck me as appropriate, if not necessary, given our role.",CHARACTER,Nyx,female
"Is this about all the House Contractor decorations? Look, it's one thing if Father objects, but if you do as well... just tell me, and I can have it taken down.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"You misunderstand. I am grateful. These changes... I would not have commissioned them, myself. But, seeing them now... I appreciate their presence. You have a discerning eye.",CHARACTER,Nyx,female
"Nyx, if, hypothetically, I felt that some injustice had been dealt to someone who deserved a better lot... say, that they were subjected to too harsh a punishment for all eternity... don't I have some of my father's authority to do something about it?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Now that you have regained your access privileges to the administrative chamber, child, yes; that is a level of authority you hypothetically possess, again.",CHARACTER,Nyx,female
But how can I possibly find anything in there? The place is wall-to-wall pacts and parchments. I've no idea where to look.,CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"You can be made aware. Though, use discretion, if and when you need to exercise this power. And make certain that the time is right. Now, are we understood?",CHARACTER,Nyx,female
"Never thought that the administrative chamber would have been so invaluable, Nyx. Though, I have you to thank for all of it.",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"Nonsense, child. Our records must be kept up-to-date. You merely observed that several were long past due. Not even your father can argue with that.",CHARACTER,Nyx,female
Nyx... I encountered Demeter. She mentioned her daughter... Persephone. You never said she was my grandmother. Didn't you think... under the circumstances... that was something I should know?,CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"...Listen to me, child. What you know, or do not know, is for your protection. Your protection, and your birthmother's, as well. Your suspicion and your curiosity are warranted. But I can do no more about them, now, except to caution you. Are we understood?",CHARACTER,Nyx,female
"Nyx, I've come to know the god of swiftness, Hermes, though... it seems to me he doesn't work directly with the others on Olympus. Do you know him well?",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"Lord Hermes is a point of contact, yes. Among Olympians he works the closest with our operations here, and aids with shepherding the souls of the departed to our gates. Accept his help; for he is faithful to our cause.",CHARACTER,Nyx,female
"Well I think you did great, if you ask me.",CHARACTER,Zagreus,male
"Someday I'd like to meet more of your children, Nyx. Eris, Nemesis... Thanatos told me of several others. Have they ever visited the House?",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"No. They are required elsewhere. It is for the best. Some of my children are not on speaking terms with one another, or with me. As a mother... one has her victories, and her defeats.",CHARACTER,Nyx,female
"Nyx, I was just busy doing some administrative chamber record-keeping recently, and, wouldn't you know, it somehow slipped my mind where I could find the sentencing parchmentwork for the knave-king Sisyphus, forced to toil out in Tartarus? I ran it by Megaera...",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"He has offered you aid, repeatedly. At first I saw it for a brazen act of bribery, but... try as I might, there was no deeper underpinning to his actions that I could detect. That is to say... the records you seek may be found in section sigma-phi-alpha, lower gamma folder.",CHARACTER,Nyx,female
"I waived the punishment-sentence for Sisyphus the knave-king, Nyx, except... he chose to stay! He chose to stay, in Tartarus, I think in part because he likes getting to speak with me, from time to time! Also his boulder friend.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"That sounds to be an agreeable outcome for him. Though, his liberty is not the end of his rehabilitation. As his friend... please make certain he does not run afoul again of your father, child.",CHARACTER,Nyx,female
"Erm, Nyx, you ever have a burning urge to find the case files for the circumstances under which our court-musician bound himself to eternal servitude here in this House, and forever lost his opportunity to be with his beloved muse? I was wondering if you had a remedy for that.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Our court musician brings a certain peace to this abode, my child. But, you may discover, once you find his case files in section zeta-pi-omega, upper beta folder, that the consequences that he suffers may be quite in excess of his trespasses...",CHARACTER,Nyx,female
"You don't know how pleased I was to see Orpheus visiting with his muse Eurydice over in Asphodel. Best of all... I don't think he's left for good. He'll just have some time to visit her now and again! Thank you, Nyx, on their behalf, and mine.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"You need not thank me, child. Your actions made this outcome possible. I merely did what anyone in my position would have done.",CHARACTER,Nyx,female
"I, ah, happened to be looking into our security situation here, just running background checks, that sort of thing, and... I was wondering if you could help me locate an old pact signed by... signed by Achilles, Nyx. It would mean a lot... not just to him, but me.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Achilles... We would struggle to put someone comparable in his role. Though, be that as it may... epsilon-iota-theta. Rho folder, middle, I believe. You are certain about this, child?",CHARACTER,Nyx,female
"I saw Achilles with Patroclus in Elysium, Nyx. They're free to be together, now, thanks to you. If only you could have seen them.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Oh, I can see them, my child, and I have. And it pleases me Achilles has earned some degree of respite from his servitude, for all his loyalty to our House. For what you have done for him, thank you.",CHARACTER,Nyx,female
Father isn't going to be thrilled I've let him out of a binding pact.,CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"Your father is committed to his rules, and you released Achilles from his pact according to those rules. There is not much that even he can do about it save to have Achilles sign again.",CHARACTER,Nyx,female
"Together, let us find out.",CHARACTER,Nyx,female
Sounds good.,CHARACTER,Zagreus,male
"Persephone, the Queen... she has returned! I scarce believe it, child. You have brought her back, to all of us.",CHARACTER,Nyx,female
"I scarce believe it, too. What happens now? Pick up the pieces and begin again?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"I think so, too.",CHARACTER,Zagreus,male
"How has it been for you of late, Nyx? Having Mother here again, for old time's sake?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Though reminiscent of an older time, it is now very different, child. For one thing... you are present, now. Unlike before.",CHARACTER,Nyx,female
"Oh, right. So, are you getting on OK, is everything all right?",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
"Everything is all right. Your birthmother... Persephone... her presence has been welcome here, I think.",CHARACTER,Nyx,female
"Likewise, Nyx.",CHARACTER,Zagreus,male
"Congratulations on your new responsibilities, my child. So, you have reason to rise from here to the surface, still.",CHARACTER,Nyx,female
"It's more of a formality, I think. My responsibilities, such as they are, remain quite similar to those that got me to this point. But thank you, Nyx. It's strange... to think that I can serve the House, by trying to break from it, time after time.",CHARACTER,Zagreus,male
ZagreusInteractionThoughtful,CHARACTER,_preLineAnim,unknown
There can be no escape. Your father wishes that this reputation spread. So that the mortals and the shades never attempt what you were able to achieve.,CHARACTER,Nyx,female
"Well, it does beat standing around in my chambers aimlessly. And... I daresay it feels rather good not to feel utterly incompetent, for a change.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"It is an honor to be working with you, child.",CHARACTER,Nyx,female
NyxIdleGreeting,CHARACTER,_preLineAnim,unknown
"Elaborate plan, then. Got it.",CHARACTER,Zagreus,male
"Nyx, meant to ask... Charon was there to take Mother and me home the one time. So is he... has he been working for you? All part of some elaborate plan, or something?",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Charon serves only this realm, child. And, he is very trustworthy. I suppose that it is also possible he has some affection for the Queen, if not for you.",CHARACTER,Nyx,female
Truly...?,CHARACTER,Nyx,female
